gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
005667,000003,06/18/2018,,S&P 500 Comp-Ltd,I0003,HOLLYFRONTIER CORP,HFC
176928,000003,06/18/2018,,S&P 500 Comp-Ltd,I0003,BROADRIDGE FINANCIAL SOLUTNS,BR
184700,000003,06/20/2018,,S&P 500 Comp-Ltd,I0003,FLEETCOR TECHNOLOGIES INC,FLT
029901,000003,07/02/2018,,S&P 500 Comp-Ltd,I0003,COPART INC,CPRT
020748,000003,08/28/2018,,S&P 500 Comp-Ltd,I0003,ARISTA NETWORKS INC,ANET
260778,000003,09/17/2018,01/27/2020,S&P 500 Comp-Ltd,I0003,WELLCARE HEALTH PLANS INC,WCG
009225,000003,10/01/2018,,S&P 500 Comp-Ltd,I0003,ROLLINS INC,ROL
183377,000003,10/11/2018,,S&P 500 Comp-Ltd,I0003,FORTINET INC,FTNT
020232,000003,11/06/2018,,S&P 500 Comp-Ltd,I0003,KEYSIGHT TECHNOLOGIES INC,KEYS
011811,000003,11/13/2018,,S&P 500 Comp-Ltd,I0003,HENRY (JACK) & ASSOCIATES,JKHY
014256,000003,12/03/2018,,S&P 500 Comp-Ltd,I0003,MAXIM INTEGRATED PRODUCTS,MXIM
028790,000003,12/03/2018,,S&P 500 Comp-Ltd,I0003,LAMB WESTON HOLDINGS INC,LW
170750,000003,12/03/2018,,S&P 500 Comp-Ltd,I0003,DIAMONDBACK ENERGY INC,FANG
162254,000003,12/24/2018,,S&P 500 Comp-Ltd,I0003,CELANESE CORP,CE
014275,000003,01/02/2019,,S&P 500 Comp-Ltd,I0003,FIRST REPUBLIC BANK,FRC
010407,000003,01/18/2019,,S&P 500 Comp-Ltd,I0003,TELEFLEX INC,TFX
034765,000003,02/08/2019,02/10/2019,S&P 500 Comp-Ltd,I0003,COVETRUS INC,CVET
004383,000003,02/15/2019,,S&P 500 Comp-Ltd,I0003,ATMOS ENERGY CORP,ATO
060979,000003,02/27/2019,,S&P 500 Comp-Ltd,I0003,WABTEC CORP,WAB
034636,000003,03/19/2019,,S&P 500 Comp-Ltd,I0003,FOX CORP,FOXA
034443,000003,04/02/2019,,S&P 500 Comp-Ltd,I0003,DOW INC,DOW
035035,000003,05/23/2019,05/23/2019,S&P 500 Comp-Ltd,I0003,KONTOOR BRANDS INC,KTB
035168,000003,06/03/2019,,S&P 500 Comp-Ltd,I0003,CORTEVA INC,CTVA
004060,000003,06/04/2019,,S&P 500 Comp-Ltd,I0003,DUPONT DE NEMOURS INC,DD
002154,000003,06/07/2019,06/11/2019,S&P 500 Comp-Ltd,I0003,BEMIS CO INC,BMS
100243,000003,06/12/2019,,S&P 500 Comp-Ltd,I0003,AMCOR PLC,AMCR
158742,000003,07/01/2019,,S&P 500 Comp-Ltd,I0003,MARKETAXESS HOLDINGS INC,MKTX
005492,000003,07/02/2019,,S&P 500 Comp-Ltd,I0003,L3HARRIS TECHNOLOGIES INC,LHX
017874,000003,07/15/2019,,S&P 500 Comp-Ltd,I0003,T-MOBILE US INC,TMUS
015267,000003,08/09/2019,,S&P 500 Comp-Ltd,I0003,IDEX CORP,IEX
165123,000003,08/09/2019,,S&P 500 Comp-Ltd,I0003,LEIDOS HOLDINGS INC,LDOS
010614,000003,08/12/2019,,S&P 500 Comp-Ltd,I0003,GLOBE LIFE INC,GL
028320,000003,09/23/2019,,S&P 500 Comp-Ltd,I0003,CDW CORP,CDW
012459,000003,09/26/2019,,S&P 500 Comp-Ltd,I0003,NVR INC,NVR
161844,000003,10/03/2019,,S&P 500 Comp-Ltd,I0003,LAS VEGAS SANDS CORP,LVS
013125,000003,11/06/2019,,S&P 500 Comp-Ltd,I0003,HEALTHPEAK PROPERTIES INC,PEAK
171007,000003,11/21/2019,,S&P 500 Comp-Ltd,I0003,SERVICENOW INC,NOW
014822,000003,12/05/2019,,S&P 500 Comp-Ltd,I0003,BERKLEY (W R) CORP,WRB
024617,000003,12/09/2019,,S&P 500 Comp-Ltd,I0003,OLD DOMINION FREIGHT,ODFL
024405,000003,12/23/2019,,S&P 500 Comp-Ltd,I0003,ZEBRA TECHNOLOGIES CP  -CL A,ZBRA
025313,000003,12/23/2019,,S&P 500 Comp-Ltd,I0003,STERIS PLC,STE
165746,000003,12/23/2019,,S&P 500 Comp-Ltd,I0003,LIVE NATION ENTERTAINMENT,LYV
020116,000003,01/28/2020,,S&P 500 Comp-Ltd,I0003,PAYCOM SOFTWARE INC,PAYC
005959,000003,03/03/2020,,S&P 500 Comp-Ltd,I0003,TRANE TECHNOLOGIES PLC,TT
030098,000003,03/03/2020,,S&P 500 Comp-Ltd,I0003,INGERSOLL RAND INC,IR
035978,000003,04/01/2020,04/05/2020,S&P 500 Comp-Ltd,I0003,ARCONIC CORP,ARNC
003221,000003,04/02/2020,,S&P 500 Comp-Ltd,I0003,AON PLC,AON
036190,000003,04/03/2020,,S&P 500 Comp-Ltd,I0003,OTIS WORLDWIDE CORP,OTIS
036191,000003,04/03/2020,,S&P 500 Comp-Ltd,I0003,CARRIER GLOBAL CORP,CARR
010983,000003,04/06/2020,,S&P 500 Comp-Ltd,I0003,RAYTHEON TECHNOLOGIES CORP,RTX
160211,000003,05/12/2020,,S&P 500 Comp-Ltd,I0003,DOMINO'S PIZZA INC,DPZ
162887,000003,05/12/2020,,S&P 500 Comp-Ltd,I0003,DEXCOM INC,DXCM
011376,000003,05/22/2020,,S&P 500 Comp-Ltd,I0003,WEST PHARMACEUTICAL SVSC INC,WST
